,code,ter,tc,tic
3263,SGEA,1.68,0.29,
3264,MCEF,1.62,0.17,
3265,MSCS,2.24,0.09,
3266,EPFF,2.66,0.13,
3267,PGHY,1.63,0.04,
3268,OMCBB,1.23,0.05,
3269,CCCF,1.41,0.01,
3270,SBBM,1.16,0.00,
3271,MSGG,2.23,0.07,
3272,SMMA1,1.12,0.14,
3273,MSMP,2.45,0.11,
3274,STCA1,1.28,0.50,
3275,PEPA1,1.70,0.25,
3276,SANA,2.60,0.01,
3277,RMSO,2.42,0.23,
3278,PGCP,1.91,0.09,
3279,SMMR,1.63,0.00,
3280,SAFA,1.25,0.06,
3281,STEC,0.81,0.00,
3282,STMM,0.59,0.00,
3283,PRAB,0.84,0.16,
3284,SNMM,0.58,0.02,
3285,SMPF,2.26,0.57,
3286,STBI,0.62,0.40,
3287,SNFT,1.94,0.47,
3288,AHMF,1.94,0.63,
3289,OARF,1.71,0.19,
3290,AABB3,0.30,0.41,
3291,ABEB2,0.81,0.18,
3292,ABEB1,1.05,0.18,
3293,ZZCPRP,,,
3294,SLIB1,0.48,,
3295,SLBIA,0.67,,
3296,STANSX,0.33,0.03,
3297,STAN40,0.25,0.04,
3298,ISPCA,1.37,0.13,
3299,VBEB11,0.59,0.23,
3300,CWFFFA,3.38,0.37,
3301,STILB2,0.12,,
3302,NIPWSM,1.19,0.24,
3303,NIPWPS,0.63,0.11,
3304,NIPWG,1.95,0.17,
3305,NIPWD,1.70,0.08,
3306,NIPWC,1.64,0.03,
3307,NIPWF,0.61,0.00,
3308,NIPWB,1.84,0.13,
3309,CMGFB,1.79,0.00,
3310,TCMIA,1.96,,
3311,NPWCR,0.41,0.34,
3312,NPWCC,0.57,0.34,
3313,NPWCE,0.90,0.34,
3314,NIPWE,1.20,0.31,
3315,NIPWS,1.93,0.15,
3316,NIPWP,0.94,0.14,
3317,GMIPF,1.17,0.07,
3318,REPF,1.47,0.13,
3319,ABSSA,1.65,0.18,
3320,ABMSA,1.89,0.49,
3321,TCMWA,2.32,,
3322,TCMPA,2.39,0.65,
3323,IMMFZ,,,
3324,IMMC1,,,
3325,TMMFD,0.00,0.00,
3326,TMMFC2,0.23,0.00,
3327,VEB10,0.59,0.23,
3328,ABFFCA,1.10,0.09,
3329,ABGPA,1.84,0.66,
3330,OBWFV,1.45,0.00,
3331,OBWFFA,1.87,0.00,
3332,BSEFF,1.06,0.90,
3333,VBAFH,0.99,0.35,
3334,AABB1,0.87,0.41,
3335,AABA1,1.04,0.41,
3336,ABEB3,0.02,0.18,
3337,IMMB1,,,
3338,IMMA1,,,
3339,SNST,1.19,0.34,
3340,PIPC,2.55,0.10,
3341,OMBFA,1.89,0.14,
3342,ISHI,1.16,0.00,
3343,BOEV,1.16,0.12,
3344,MILB,1.30,0.00,
3345,PDMB,1.73,0.27,
3346,OMMFA,1.45,0.40,
3347,OMHY,1.45,0.22,
3348,PSTF,2.07,0.32,
3349,SNTR,1.17,0.29,
3350,SAAIA1,1.35,0.00,
3351,PGGB,2.16,0.42,
3352,AHBF,1.52,0.42,
3353,SSCA,1.75,0.34,
3354,HLMI,0.89,0.01,
3355,GDSE,1.90,0.15,
3356,SAIA,1.72,0.23,
3357,INAC,1.76,0.44,
3358,MRCI,1.15,0.01,
3359,OPEF,1.74,0.05,
3360,CMFB,1.78,0.03,
3361,SMCFA1,1.26,0.05,
3362,SNIT,1.16,0.18,
3363,INCE,1.72,0.51,
3364,CMFA,1.78,0.03,
3365,STMP,1.52,0.06,
3366,STEM,1.82,0.07,
3367,MSTT,1.74,0.04,
3368,ISRR,1.27,0.09,
3369,OMSGA,1.71,0.07,
3370,MTBG,0.87,0.00,
3371,SIFA,1.73,0.18,
3372,RMVF,1.57,0.42,
3373,STAA,1.46,0.13,
3374,SAIFA1,0.92,0.01,
3375,RMII,1.06,0.02,
3376,SAFF,2.62,0.53,
3377,SNEG,2.53,0.02,
3378,SNVL,1.67,0.30,
3379,LIMA,2.07,0.00,
3380,SBTF,1.72,0.06,
3381,STH1,1.56,0.04,
3382,LBBF,0.85,0.00,
3383,SLFA,2.34,0.01,
3384,GDKI,1.14,0.13,
3385,STFI,0.57,0.00,
3386,PEIA1,1.68,0.16,
3387,STBE,1.14,0.00,
3388,BFGRF,6.54,0.00,
3389,PMCA2,2.35,0.25,
3390,CFFCP,1.18,0.22,
3391,MGPB4,2.57,1.12,
3392,MPFB3,2.29,1.12,
3393,MPFB2,4.57,1.12,
3394,MPFB1,3.42,1.12,
3395,MCFA3,4.86,1.12,
3396,MCFA2,3.71,1.12,
3397,MCFA1,3.72,1.12,
3398,OMEB6,1.60,0.81,
3399,OMEB5,1.09,0.81,
3400,OMEB1,0.03,0.81,
3401,SFFA3,0.50,0.33,
3402,SFFA1,1.22,0.33,
3403,SGFB2,0.99,0.72,
3404,SGFB1,1.26,0.72,
3405,SHB1,1.89,1.29,
3406,VBEB17,0.42,0.27,
3407,BSEFG,,,
3408,VCFA,4.30,0.11,
3409,MBEFA,,,
3410,MBGFA,1.45,0.02,
3411,LEPB5,0.87,0.56,
3412,SBPB,0.85,0.82,
3413,SPFA1,1.37,0.82,
3414,VBEB21,0.42,0.27,
3415,VBEB20,0.42,0.27,
3416,LIWA,1.91,0.23,
3417,MSFL,3.30,0.34,
3418,VBFFA,3.44,0.22,
3419,SHB2,1.60,1.29,
3420,M1CEB4,2.31,0.63,
3421,M1CEB2,1.18,0.63,
3422,M1CEA4,2.59,0.63,
3423,M1CEA3,1.46,0.63,
3424,GOIB1,0.20,0.01,
3425,EQTJ,0.98,0.62,
3426,EQTG,1.73,0.62,
3427,SARBA,1.83,0.08,
3428,SMEFA,2.66,0.43,
3429,GAMF,0.61,0.00,
3430,GABA,2.11,0.11,
3431,LIPA,1.72,0.26,
3432,GADE,1.95,0.07,
3433,GDBK,1.33,0.23,
3434,GAFI,1.27,0.00,
3435,MSFS,2.75,0.19,
3436,GAEU,1.65,0.22,
3437,TRCP,0.75,0.00,
3438,NFSH40,0.18,0.00,
3439,INVC,1.19,0.44,
3440,METP,2.27,0.32,
3441,NIFCA,0.13,0.00,
3442,INAV,2.37,0.28,
3443,INFE,1.96,0.62,
3444,AHGV,1.55,0.06,
3445,OMCFA,1.73,0.15,
3446,MIMH,2.39,0.23,
3447,NEWFSA,0.57,0.00,
3448,CMOM,0.02,0.00,
3449,INXB,1.27,0.56,
3450,MIMW,2.82,0.27,
3451,ISEF,1.63,0.00,
3452,GDBC,1.14,0.32,
3453,OMTG,1.19,0.44,
3454,BOGA,1.31,0.02,
3455,STP2,0.77,0.06,
3456,ISSC,0.61,0.00,
3457,NDBE,1.16,0.26,
3458,INMM,0.58,0.00,
3459,OBUT,2.27,0.02,
3460,NISCD,1.82,0.03,
3461,OMSC,1.16,0.15,
3462,CUGT,2.17,1.46,
3463,NDBM,1.29,0.34,
3464,SBRD,2.29,0.12,
3465,SMCA1,1.47,0.10,
3466,OMUA,0.90,0.13,
3467,GDBT,1.14,0.26,
3468,INCS,0.70,0.01,
3469,RMBT,0.63,0.11,
3470,INBA,1.38,0.03,
3471,OIFF,2.36,0.00,
3472,ISUD,0.69,0.00,
3473,SMAA1,1.14,0.21,
3474,OCIF,2.26,0.00,
3475,PRUM,2.14,0.27,
3476,PRCQC,2.18,0.00,
3477,PRCB5,0.18,0.00,
3478,PCQB4,0.13,0.00,
3479,MXBA,1.71,0.10,
3480,MXCO,1.70,0.03,
3481,MXPR,1.02,0.01,
3482,NIMA,1.53,0.34,
3483,NIGB,2.76,0.06,
3484,RIBA,2.43,0.00,
3485,INAB,1.38,0.03,
3486,ADRB1,0.03,0.02,
3487,CFFB8,0.12,0.00,
3488,CSPFB,1.29,0.10,
3489,MCEB,1.28,0.22,
3490,CAUF,1.05,0.26,
3491,CAOF,1.46,0.35,
3492,CMFF,0.59,0.00,
3493,CFFA,2.51,0.14,
3494,CAYCB,0.04,0.00,
3495,BSMC,1.23,0.23,
3496,CSPFC,2.59,0.10,
3497,BOPF,0.97,0.15,
3498,BOEPF,0.66,0.12,
3499,BGOF,1.99,0.17,
3500,AMMB4,0.25,0.01,
3501,BEHG,1.97,0.15,
3502,ADRFA,0.69,0.01,
3503,MBVI,1.44,0.00,
3504,AYEA1,1.16,0.15,
3505,ARIF,1.35,0.15,
3506,BCEF,1.09,0.29,
3507,BCFF,1.77,0.03,
3508,BPCF,0.63,0.00,
3509,BBFF,1.86,0.13,
3510,MBOW,0.49,0.01,
3511,ASMMB1,0.36,0.00,
3512,AYEFB3,0.04,0.15,
3513,AYEFA4,2.09,0.15,
3514,AYEFA2,1.44,0.15,
3515,AIFC,2.43,0.12,
3516,BDFF,1.73,0.08,
3517,AMMB1,0.04,0.01,
3518,ASMMB2,0.59,0.00,
3519,ACPF,0.55,0.00,
3520,LPGA1,3.19,0.06,
3521,MARI,0.77,0.00,
3522,APEB1,0.03,0.02,
3523,ADMB1,0.07,0.01,
3524,AMGB4,0.62,0.48,
3525,AMGB1,0.11,0.48,
3526,AIFFI,1.18,0.07,
3527,AHGB4,0.85,0.24,
3528,ADHB1,0.16,0.22,
3529,AFEB4,1.37,0.04,
3530,ADFB1,0.07,0.04,
3531,ADEB1,0.04,0.15,
3532,ADAB1,0.06,0.07,
3533,MADF,2.43,0.18,
3534,MADB,2.32,0.15,
3535,AUDCB,2.14,0.04,
3536,SBPA3,1.75,0.24,
3537,SBPA2,1.75,0.24,
3538,GEPA6,2.60,0.00,
3539,GEPA5,1.61,0.00,
3540,BPFA6,2.17,0.21,
3541,27FBA5,1.14,0.21,
3542,ASPA6,2.22,0.30,
3543,ASPA5,1.25,0.30,
3544,NPPA1,2.37,0.09,
3545,NPPCA,2.63,0.09,
3546,TIEFC,0.52,0.57,
3547,TIECE,0.71,0.57,
3548,NPSA1,2.42,0.06,
3549,NPPIA,2.70,0.06,
3550,NPPFA,1.73,0.22,
3551,NPBA1,2.40,0.07,
3552,SIVB9,1.67,0.30,
3553,SITB9,1.27,0.50,
3554,SIPB9,1.72,0.07,
3555,SFFB9,1.39,0.14,
3556,TFIC2,0.61,0.11,
3557,TBFC3,0.05,0.55,
3558,TBFC2,0.79,0.55,
3559,TRBCB,0.79,0.55,
3560,TGECD,0.77,0.69,
3561,TGECE,0.48,0.69,
3562,TGEC2,0.88,0.69,
3563,NPPBA,2.68,0.07,
3564,NPPAA,2.78,0.12,
3565,SISB9,1.76,0.34,
3566,TRFCE,0.66,0.53,
3567,TFFCD,0.77,0.53,
3568,TFFC2,0.88,0.53,
3569,TFICF,0.04,0.11,
3570,TBFCE,0.62,0.55,
3571,SMMB6,0.17,0.00,
3572,PRECX,1.00,0.07,
3573,PRMCX,0.32,0.02,
3574,PRHCX,0.53,0.02,
3575,PSGE,2.36,0.47,
3576,SBMB7,0.11,0.00,
3577,SBMM,0.32,0.00,
3578,SLTB2,1.53,0.33,
3579,SMSB2,1.11,0.24,
3580,SPRB9,1.13,0.31,
3581,SMTB8,1.34,0.35,
3582,SMGB10,0.26,0.78,
3583,SMGB9,0.74,0.78,
3584,SMGB7,1.03,0.78,
3585,SMEB10,0.00,0.28,
3586,TCEB2,0.48,0.80,
3587,SAEZ,0.03,0.62,
3588,SAEFG,1.72,0.62,
3589,SAEFE,1.27,0.62,
3590,CPFK,0.24,0.01,
3591,CPSFF,0.30,0.01,
3592,AGPB3,0.06,0.00,
3593,IPEFA,1.75,0.72,
3594,CBBFF,0.45,0.17,
3595,ASBFA,1.73,1.90,
3596,AGPB1,0.53,0.00,
3597,AGEPA1,0.69,0.00,
3598,IBCFA,2.60,0.06,
3599,IBBFA,2.20,0.07,
3600,AMWFD,1.37,0.06,
3601,APFCD,1.69,0.16,
3602,GCGRA,1.54,0.13,
3603,GCBA,1.66,0.12,
3604,GCGB,1.42,0.08,
3605,GCGA,1.47,0.08,
3606,AMWAD,1.42,0.10,
3607,AMWCD,1.46,0.16,
3608,AMWPD,1.39,0.08,
3609,AGEX1,0.37,0.10,
3610,GCGRB,1.54,0.13,
3611,GCBB,1.61,0.12,
3612,PECA2,2.88,0.50,
3613,PEFA1,2.30,0.50,
3614,PBFA2,2.31,0.14,
3615,PRMCA,2.18,0.25,
3616,PSFCB,1.39,0.24,
3617,MSBB3,0.87,0.69,
3618,PGFA2,2.51,0.11,
3619,PGFA1,2.66,0.11,
3620,PSFCA,2.11,0.04,
3621,PRMR1,1.55,0.25,
3622,PRMCR,1.95,0.25,
3623,PGFR1,1.85,0.11,
3624,MBVA,2.66,0.22,
3625,MXMF,3.27,0.37,
3626,CTOP50,0.32,0.00,
3627,MSBB2,1.16,0.69,
3628,MSBB1,1.33,0.69,
3629,MSFA1,1.44,0.69,
3630,TREF,1.56,0.51,
3631,MNFO,3.16,0.19,
3632,MIBG,2.34,0.22,
3633,MISG,2.19,0.09,
3634,MIIP,1.12,0.02,
3635,MXMB,3.03,0.28,
3636,REQ2,2.20,0.13,
3637,PPRQB6,0.39,0.08,
3638,RFCB,2.76,0.13,
3639,PEAB4,1.23,0.62,
3640,PSBB3,0.18,0.30,
3641,RMB4,0.05,0.00,
3642,RMB3,1.30,0.00,
3643,RDB2,1.47,0.00,
3644,RBB1,2.43,0.00,
3645,RMBB8,1.62,0.07,
3646,RMLB5,1.03,0.01,
3647,RFM4,1.76,0.01,
3648,RFB3,1.48,0.01,
3649,PPRQB5,0.79,0.08,
3650,RMCB4,1.21,0.14,
3651,RMCB3,2.75,0.13,
3652,PEQB1,0.33,0.06,
3653,RCCB,2.35,0.13,
3654,RBFB8,0.62,0.00,
3655,PBQB5,0.28,0.14,
3656,PEAB3,0.09,0.62,
3657,RCB2,1.78,0.14,
3658,PBQF,0.91,0.14,
3659,RBB5,1.82,0.07,
3660,RBB4,0.78,0.07,
3661,RBB3,1.80,0.06,
3662,RBB2,2.44,0.06,
3663,PSBB2,0.92,0.30,
3664,RAB8,0.58,0.20,
3665,PAIC,2.54,0.04,
3666,RAB5,0.06,0.20,
3667,RAB4,1.25,0.20,
3668,RAFE,0.02,0.20,
3669,PGGC,2.70,0.42,
3670,PCQFB2,0.24,0.00,
3671,PAPC,3.16,0.08,
3672,PAPB,2.19,0.08,
3673,PWMD,1.28,0.13,
3674,PAMC,3.23,0.13,
3675,PAMB,2.25,0.13,
3676,PEQB2,0.38,0.06,
3677,RAB3,1.73,0.20,
3678,RAB11,1.16,0.20,
3679,PCQFB1,0.30,0.00,
3680,MQWF,2.73,0.21,
3681,PIEC,1.72,0.04,
3682,PGGD,0.99,0.42,
3683,PBAB,0.99,0.24,
3684,PESC,2.47,0.32,
3685,ASMMB4,0.25,0.00,
3686,MW3B1,2.29,0.23,
3687,GMMFC,0.20,0.00,
3688,SCMCA,2.41,0.12,
3689,OCINFE,0.44,0.00,
3690,CBPFE,1.28,0.03,
3691,OSBB4,0.77,0.97,
3692,OSBB3,0.39,0.97,
3693,OSBB2,0.84,0.97,
3694,OSBB1,1.32,0.97,
3695,PEFD,1.11,0.79,
3696,OMIB1,0.70,0.01,
3697,OAEB1,1.28,0.27,
3698,MW3B2,2.75,0.23,
3699,OMBB1,1.51,0.14,
3700,OMAB1,1.18,0.15,
3701,FEPB2,0.46,0.54,
3702,BQWCA,1.62,0.04,
3703,ASTRB5,0.68,0.12,
3704,ASWSA,1.05,0.02,
3705,PSAF,0.14,0.79,
3706,GHICC,0.78,0.05,
3707,GSGCC,0.93,0.32,
3708,GGPCC,1.60,0.14,
3709,OMSB3,0.52,0.07,
3710,OMSB1,1.28,0.15,
3711,ODRB1,1.00,0.40,
3712,ODIB1,1.18,0.33,
3713,OMMB1,0.48,0.00,
3714,OMFB1,1.55,0.20,
3715,AFIB1,1.10,0.05,
3716,ESIA,1.00,0.10,
3717,PIPCA,0.54,0.00,
3718,CIPCC,0.09,0.33,
3719,CSFCC,0.05,0.24,
3720,GDIC1,0.55,0.00,
3721,GEICC,0.96,0.46,
3722,GBFCC,1.41,0.07,
3723,GMGCC,0.91,0.47,
3724,GGICC,1.59,0.16,
3725,HPMCC,0.40,0.00,
3726,HPDCC,0.60,0.00,
3727,HPECC,0.95,0.46,
3728,NIGFC,1.06,0.02,
3729,SBMCC,2.20,0.19,
3730,SBDCC,1.58,0.12,
3731,AFICA,2.00,0.05,
3732,SSICA,0.44,0.17,
3733,SSBCA,0.45,0.18,
3734,SYTIF,0.44,0.13,
3735,NFACC,1.60,0.27,
3736,NFGB,3.09,0.27,
3737,NFGA,2.74,0.27,
3738,NISCB,3.21,0.03,
3739,NERC,0.02,0.19,
3740,NRMB,2.94,0.19,
3741,NEFB,2.97,0.26,
3742,NICPC,0.30,0.00,
3743,NCPB,0.58,0.00,
3744,NECA,0.41,0.00,
3745,MNFF,2.34,0.17,
3746,MNEF,1.96,0.19,
3747,NEVB,2.91,0.12,
3748,NISCC,1.96,0.03,
3749,NFAB,3.05,0.34,
3750,NGBB,2.81,0.02,
3751,NIFCG,0.13,0.00,
3752,NFIB,2.53,0.03,
3753,NIFA,1.12,0.03,
3754,VELB,2.14,0.01,
3755,NIMMC,0.24,0.00,
3756,NEGB,2.99,0.70,
3757,NBCB,2.33,0.07,
3758,MDAB2,2.62,0.09,
3759,MDAB1,1.98,0.09,
3760,MBPB4,3.65,0.13,
3761,MBPB3,1.17,0.13,
3762,MBIB3,0.06,0.01,
3763,MBIB2,1.52,0.01,
3764,MBIB1,1.18,0.01,
3765,MDAB4,3.35,0.09,
3766,MDAB3,0.87,0.09,
3767,MDDB1,1.33,0.09,
3768,MWDF,2.37,0.14,
3769,MPFF,2.12,0.13,
3770,MPIC,2.42,0.09,
3771,MPEC,2.42,0.07,
3772,MIZM,0.31,0.00,
3773,MGGB,1.94,0.14,
3774,MHIF,1.43,0.01,
3775,MBPB2,2.68,0.13,
3776,MBPB1,2.31,0.13,
3777,MBIB4,2.43,0.01,
3778,MEGF,1.53,0.23,
3779,MIWE,1.41,0.14,
3780,MDGB,2.42,0.25,
3781,MCFB,2.39,0.01,
3782,WWFZ,0.09,0.08,
3783,INWF,3.38,0.08,
3784,VALZ,0.03,0.28,
3785,INDB,2.76,0.27,
3786,MIEF,1.90,0.07,
3787,MIWO,1.34,0.09,
3788,HOFB4,2.17,0.26,
3789,HOFB3,1.48,0.26,
3790,HOFB2,2.35,0.26,
3791,HUEFB4,1.24,0.22,
3792,MGFA,2.44,0.13,
3793,MGWF,2.21,0.07,
3794,FRIC,1.13,0.27,
3795,HUEFB3,0.55,0.22,
3796,HUEFB2,1.40,0.22,
3797,INC1,2.00,0.02,
3798,IMB3,,,
3799,FFFC,1.41,0.38,
3800,FRFB,3.02,0.38,
3801,FEEC,1.24,0.49,
3802,FIFCC,3.46,0.00,
3803,FEQFB,0.02,0.18,
3804,FBFCC,2.86,0.07,
3805,FRCB,2.55,0.27,
3806,FIEC,1.38,0.37,
3807,FARCR,2.48,,
3808,FARCB,0.01,,
3809,DWFA,4.33,0.08,
3810,DWAA,4.28,0.13,
3811,MDCA,2.10,0.10,
3812,CIB2,2.16,0.08,
3813,CIAB,3.81,0.08,
3814,CTTCB2,0.61,0.27,
3815,EFOF,2.78,0.18,
3816,DWPA,3.15,0.11,
3817,MWCA,4.39,0.22,
3818,COGCB3,1.32,0.20,
3819,CGFB,2.26,0.19,
3820,CMPB,2.92,0.17,
3821,COLAB3,1.59,0.14,
3822,COLA,1.88,0.14,
3823,CFFB,2.71,0.22,
3824,CTTB,2.10,0.27,
3825,CSICB3,0.71,0.01,
3826,CSB2,1.28,0.01,
3827,CSIB,2.24,0.01,
3828,CPEB,2.69,0.05,
3829,COGB,2.92,0.20,
3830,CMMT,0.01,0.00,
3831,CMB3,1.38,0.17,
3832,CMB2,1.67,0.17,
3833,COLAB,3.24,0.14,
